inum,idt,buyer_name,buyer_gstin,buyer_addr,pos,inv_typ,rchrg,round_off,grand_total
934,31-08-2026,Deepa Handlooms,10EVGPK1973R1ZY,Manpur Shiv charan lane,10,R,N,0.42,1892.00
